timestamp,equity,cash,position_value,price
2025-08-29 00:00:00+00:00,100000.0,100000.0,0.0,108410.8359375
2025-08-30 00:00:00+00:00,100000.0,100000.0,0.0,108808.0703125
2025-08-31 00:00:00+00:00,100000.0,100000.0,0.0,108236.7109375
2025-09-01 00:00:00+00:00,100000.0,100000.0,0.0,109250.59375
2025-09-02 00:00:00+00:00,100000.0,100000.0,0.0,111200.5859375
2025-09-03 00:00:00+00:00,100000.0,100000.0,0.0,111723.2109375
2025-09-04 00:00:00+00:00,100000.0,100000.0,0.0,110723.6015625
2025-09-05 00:00:00+00:00,100000.0,100000.0,0.0,110650.984375
2025-09-06 00:00:00+00:00,100000.0,100000.0,0.0,110224.6953125
2025-09-07 00:00:00+00:00,100000.0,100000.0,0.0,111167.6171875
2025-09-08 00:00:00+00:00,100000.0,100000.0,0.0,112071.4296875
2025-09-09 00:00:00+00:00,100000.0,100000.0,0.0,111530.546875
2025-09-10 00:00:00+00:00,100000.0,100000.0,0.0,113955.359375
2025-09-11 00:00:00+00:00,100000.0,100000.0,0.0,115507.5390625
2025-09-12 00:00:00+00:00,100000.0,100000.0,0.0,116101.578125
2025-09-13 00:00:00+00:00,100000.0,100000.0,0.0,115950.5078125
2025-09-14 00:00:00+00:00,100000.0,100000.0,0.0,115407.65625
2025-09-15 00:00:00+00:00,100000.0,100000.0,0.0,115444.875
2025-09-16 00:00:00+00:00,100000.0,100000.0,0.0,116843.1875
2025-09-17 00:00:00+00:00,100000.0,100000.0,0.0,116468.5078125
2025-09-18 00:00:00+00:00,100000.0,100000.0,0.0,117137.203125
2025-09-19 00:00:00+00:00,100000.0,100000.0,0.0,115688.859375
2025-09-20 00:00:00+00:00,100000.0,100000.0,0.0,115721.9609375
2025-09-21 00:00:00+00:00,100000.0,100000.0,0.0,115306.09375
2025-09-22 00:00:00+00:00,100000.0,100000.0,0.0,112748.5078125
2025-09-23 00:00:00+00:00,100000.0,100000.0,0.0,112014.5
2025-09-24 00:00:00+00:00,100000.0,100000.0,0.0,113328.6328125
2025-09-25 00:00:00+00:00,100000.0,100000.0,0.0,109049.2890625
2025-09-26 00:00:00+00:00,100000.0,100000.0,0.0,109712.828125
2025-09-27 00:00:00+00:00,100000.0,100000.0,0.0,109681.9453125
2025-09-28 00:00:00+00:00,100000.0,100000.0,0.0,112122.640625
2025-09-29 00:00:00+00:00,100000.0,100000.0,0.0,114400.3828125
2025-09-30 00:00:00+00:00,100000.0,100000.0,0.0,114056.0859375
2025-10-01 00:00:00+00:00,100000.0,100000.0,0.0,118648.9296875
2025-10-02 00:00:00+00:00,100000.0,100000.0,0.0,120681.2578125
2025-10-03 00:00:00+00:00,100000.0,100000.0,0.0,122266.53125
2025-10-04 00:00:00+00:00,100000.0,100000.0,0.0,122425.4296875
2025-10-05 00:00:00+00:00,100000.0,100000.0,0.0,123513.4765625
2025-10-06 00:00:00+00:00,100000.0,100000.0,0.0,124752.53125
2025-10-07 00:00:00+00:00,100000.0,100000.0,0.0,121451.3828125
2025-10-08 00:00:00+00:00,100000.0,100000.0,0.0,123354.8671875
2025-10-09 00:00:00+00:00,100000.0,100000.0,0.0,121705.5859375
2025-10-10 00:00:00+00:00,100000.0,100000.0,0.0,113214.3671875
2025-10-11 00:00:00+00:00,100000.0,100000.0,0.0,110807.8828125
2025-10-12 00:00:00+00:00,100000.0,100000.0,0.0,115169.765625
2025-10-13 00:00:00+00:00,100000.0,100000.0,0.0,115271.078125
2025-10-14 00:00:00+00:00,100000.0,100000.0,0.0,113118.6640625
2025-10-15 00:00:00+00:00,100000.0,100000.0,0.0,110783.1640625
2025-10-16 00:00:00+00:00,100000.0,100000.0,0.0,108186.0390625
2025-10-17 00:00:00+00:00,100000.0,100000.0,0.0,106467.7890625
2025-10-18 00:00:00+00:00,100000.0,100000.0,0.0,107198.265625
2025-10-19 00:00:00+00:00,100000.0,100000.0,0.0,108666.7109375
2025-10-20 00:00:00+00:00,100000.0,100000.0,0.0,110588.9296875
2025-10-21 00:00:00+00:00,100000.0,100000.0,0.0,108476.890625
2025-10-22 00:00:00+00:00,100000.0,100000.0,0.0,107688.5859375
2025-10-23 00:00:00+00:00,100000.0,100000.0,0.0,110069.7265625
2025-10-24 00:00:00+00:00,100000.0,100000.0,0.0,111033.921875
2025-10-25 00:00:00+00:00,100000.0,100000.0,0.0,111641.7265625
2025-10-26 00:00:00+00:00,100000.0,100000.0,0.0,114472.4453125
2025-10-27 00:00:00+00:00,100000.0,100000.0,0.0,114119.328125
2025-10-28 00:00:00+00:00,100000.0,100000.0,0.0,112956.1640625
2025-10-29 00:00:00+00:00,100000.0,100000.0,0.0,110055.3046875
2025-10-30 00:00:00+00:00,100000.0,100000.0,0.0,108305.546875
2025-10-31 00:00:00+00:00,100000.0,100000.0,0.0,109556.1640625
2025-11-01 00:00:00+00:00,100000.0,100000.0,0.0,110064.015625
2025-11-02 00:00:00+00:00,100000.0,100000.0,0.0,110639.625
2025-11-03 00:00:00+00:00,100000.0,100000.0,0.0,106547.5234375
2025-11-04 00:00:00+00:00,100000.0,100000.0,0.0,101590.5234375
2025-11-05 00:00:00+00:00,100000.0,100000.0,0.0,103891.8359375
2025-11-06 00:00:00+00:00,100000.0,100000.0,0.0,101301.2890625
2025-11-07 00:00:00+00:00,100000.0,100000.0,0.0,103372.40625
2025-11-08 00:00:00+00:00,100000.0,100000.0,0.0,102282.1171875
2025-11-09 00:00:00+00:00,100000.0,100000.0,0.0,104719.640625
2025-11-10 00:00:00+00:00,100000.0,100000.0,0.0,105996.59375
2025-11-11 00:00:00+00:00,100000.0,100000.0,0.0,102997.46875
2025-11-12 00:00:00+00:00,100000.0,100000.0,0.0,101663.1875
2025-11-13 00:00:00+00:00,100000.0,100000.0,0.0,99697.4921875
2025-11-14 00:00:00+00:00,100000.0,100000.0,0.0,94397.7890625
2025-11-15 00:00:00+00:00,100000.0,100000.0,0.0,95549.1484375
2025-11-16 00:00:00+00:00,100000.0,100000.0,0.0,94177.078125
2025-11-17 00:00:00+00:00,100000.0,100000.0,0.0,92093.875
2025-11-18 00:00:00+00:00,100000.0,100000.0,0.0,92948.875
2025-11-19 00:00:00+00:00,100000.0,100000.0,0.0,91465.9921875
2025-11-20 00:00:00+00:00,100000.0,100000.0,0.0,86631.8984375
2025-11-21 00:00:00+00:00,100000.0,100000.0,0.0,85090.6875
2025-11-22 00:00:00+00:00,100000.0,100000.0,0.0,84648.359375
2025-11-23 00:00:00+00:00,100000.0,100000.0,0.0,86805.0078125
2025-11-24 00:00:00+00:00,100000.0,100000.0,0.0,88270.5625
2025-11-25 00:00:00+00:00,100000.0,100000.0,0.0,87341.890625
2025-11-26 00:00:00+00:00,100000.0,100000.0,0.0,90518.3671875
2025-11-27 00:00:00+00:00,100000.0,100000.0,0.0,91285.375
2025-11-28 00:00:00+00:00,100000.0,100000.0,0.0,90919.265625
2025-11-29 00:00:00+00:00,100000.0,100000.0,0.0,90851.7578125
2025-11-30 00:00:00+00:00,100000.0,100000.0,0.0,90394.3125
2025-12-01 00:00:00+00:00,100000.0,100000.0,0.0,86321.5703125
2025-12-02 00:00:00+00:00,100000.0,100000.0,0.0,91350.203125
2025-12-03 00:00:00+00:00,100000.0,100000.0,0.0,93527.8046875
2025-12-04 00:00:00+00:00,100000.0,100000.0,0.0,92141.625
2025-12-05 00:00:00+00:00,100000.0,100000.0,0.0,89387.7578125
2025-12-06 00:00:00+00:00,100000.0,100000.0,0.0,89272.375
2025-12-07 00:00:00+00:00,100000.0,100000.0,0.0,90405.640625
2025-12-08 00:00:00+00:00,100000.0,100000.0,0.0,90640.203125
2025-12-09 00:00:00+00:00,100000.0,100000.0,0.0,92691.7109375
2025-12-10 00:00:00+00:00,100000.0,100000.0,0.0,92020.9453125
2025-12-11 00:00:00+00:00,100000.0,100000.0,0.0,92511.3359375
2025-12-12 00:00:00+00:00,100000.0,100000.0,0.0,90270.4140625
2025-12-13 00:00:00+00:00,100000.0,100000.0,0.0,90298.7109375
2025-12-14 00:00:00+00:00,100000.0,100000.0,0.0,88175.1796875
2025-12-15 00:00:00+00:00,100000.0,100000.0,0.0,86419.78125
2025-12-16 00:00:00+00:00,100000.0,100000.0,0.0,87843.984375
2025-12-17 00:00:00+00:00,100000.0,100000.0,0.0,86143.7578125
2025-12-18 00:00:00+00:00,100000.0,100000.0,0.0,85462.5078125
2025-12-19 00:00:00+00:00,100000.0,100000.0,0.0,88103.3828125
2025-12-20 00:00:00+00:00,100000.0,100000.0,0.0,88344.0
2025-12-21 00:00:00+00:00,100000.0,100000.0,0.0,88621.75
2025-12-22 00:00:00+00:00,100000.0,100000.0,0.0,88490.015625
2025-12-23 00:00:00+00:00,100000.0,100000.0,0.0,87414.0
2025-12-24 00:00:00+00:00,100000.0,100000.0,0.0,87611.9609375
2025-12-25 00:00:00+00:00,100000.0,100000.0,0.0,87234.7421875
2025-12-26 00:00:00+00:00,100000.0,100000.0,0.0,87301.4296875
2025-12-27 00:00:00+00:00,100000.0,100000.0,0.0,87802.15625
2025-12-28 00:00:00+00:00,100000.0,100000.0,0.0,87835.8359375
2025-12-29 00:00:00+00:00,100000.0,100000.0,0.0,87138.140625
2025-12-30 00:00:00+00:00,100000.0,100000.0,0.0,88430.1328125
2025-12-31 00:00:00+00:00,100000.0,100000.0,0.0,87508.828125
2026-01-01 00:00:00+00:00,100000.0,100000.0,0.0,88731.984375
2026-01-02 00:00:00+00:00,100000.0,100000.0,0.0,89944.6953125
2026-01-03 00:00:00+00:00,100000.0,100000.0,0.0,90603.1875
2026-01-04 00:00:00+00:00,100000.0,100000.0,0.0,91413.4921875
2026-01-05 00:00:00+00:00,100000.0,100000.0,0.0,93882.5546875
2026-01-06 00:00:00+00:00,99702.39933703018,4952.5,94749.89933703018,93729.03125
2026-01-07 00:00:00+00:00,97255.05423450428,4952.5,92302.55423450428,91308.0546875
2026-01-08 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,91027.125
2026-01-09 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,90513.1015625
2026-01-10 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,90386.6484375
2026-01-11 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,90827.4609375
2026-01-12 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,91192.9921875
2026-01-13 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,95321.78125
2026-01-14 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,96929.328125
2026-01-15 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,95551.1875
2026-01-16 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,95525.1171875
2026-01-17 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,95099.921875
2026-01-18 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,93634.4296875
2026-01-19 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,92553.59375
2026-01-20 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,88310.90625
2026-01-21 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,89376.9609375
2026-01-22 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,89462.453125
2026-01-23 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,89503.875
2026-01-24 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,89110.734375
2026-01-25 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,86572.21875
2026-01-26 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,88267.140625
2026-01-27 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,89102.5703125
2026-01-28 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,89184.5703125
2026-01-29 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,84561.5859375
2026-01-30 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,84128.65625
2026-01-31 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,78621.1171875
2026-02-01 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,76974.4453125
2026-02-02 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,78688.765625
2026-02-03 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,75633.546875
2026-02-04 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,73019.703125
2026-02-05 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,62702.09765625
2026-02-06 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,70555.390625
2026-02-07 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,69281.96875
2026-02-08 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,70264.7265625
2026-02-09 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,70120.78125
2026-02-10 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,68793.9609375
2026-02-11 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,66991.96875
2026-02-12 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,66221.84375
2026-02-13 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,68857.84375
2026-02-14 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,69767.625
2026-02-15 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,68788.1875
2026-02-16 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,68843.15625
2026-02-17 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,67494.21875
2026-02-18 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,66425.3203125
2026-02-19 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,66957.5234375
2026-02-20 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,68005.421875
2026-02-21 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,68003.765625
2026-02-22 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,67659.390625
2026-02-23 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,64616.73828125
2026-02-24 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,64080.04296875
2026-02-25 00:00:00+00:00,97116.64655442965,97116.64655442965,0.0,64983.44140625
